y,x0,x1,x2,x3,x4,x5
0.7,A1,A1,A0,75,150.0,7
0.75,A0,A0,A0,101,150.0,10
2.5,A1,A0,A1,101,150.0,3
2.99,A1,A3,A2,0,150.0,11
13.5,A0,A5,A0,143,70.0,5
36.9,A1,A3,A1,239,20.0,11
19.2,A0,A3,A0,163,30.0,3
8.5,A0,A7,A0,131,80.0,11
17.8,A0,A0,A0,150,30.0,4
22.98,A0,A0,A1,116,20.0,10
3.49,A0,A3,A0,131,,11
1.99,A0,A1,A0,60,70.0,5
1.5,A0,A0,A0,75,150.0,12
2.9,A0,unknown,A1,95,150.0,2
0.35,A1,A1,A0,54,150.0,7
4.7,A0,A7,A0,140,150.0,7
2.59,A1,A5,A0,95,100.0,4
0.9,A0,A8,A0,116,150.0,5
14.7,A1,A0,A0,143,90.0,2
3.999,A1,A0,A1,147,150.0,8
44.9,A1,A0,A1,190,10.0,12
4.99,A0,A7,A1,170,150.0,11
3.6,A0,A7,A0,109,150.0,3
10.5,A1,A3,A0,105,60.0,12
51.75,A0,A5,A1,525,100.0,5
12.3,A1,A0,A0,140,30.0,10
0.39,A1,A1,A0,58,150.0,5
0.25,A0,A3,A0,110,5.0,0
0.4,A1,A0,A0,101,150.0,8
9.5,A1,A2,A1,184,150.0,3
3.499,A1,A4,A0,197,150.0,7
3.9,A0,A7,A0,150,150.0,5
1.4,A1,A1,A0,125,150.0,4
27.8,A1,A2,A0,150,10.0,11
2.4,A1,A0,A0,116,150.0,11
8.8,A0,A3,A0,140,150.0,3
2.8,A0,A1,A0,80,125.0,8
10.9,A0,A3,A1,235,150.0,9
1.0,A1,A0,A1,0,20.0,0
0.59,A0,A0,A0,54,150.0,6
0.8,A0,A0,A1,150,150.0,12
0.35,A0,A3,A0,90,150.0,10
3.499,A0,A0,A0,82,125.0,8
1.699,A1,A3,A0,100,150.0,6
6.95,A0,A7,A0,116,100.0,12
0.8,A1,A1,A0,54,80.0,1
0.8,A1,A8,A0,55,20.0,6
0.5,A0,A1,A0,70,70.0,5
1.299,A0,A8,A1,193,150.0,1
3.75,A1,A4,A0,75,150.0,0
0.51,A1,A2,A1,163,10.0,6
1.2,A0,A1,A0,60,125.0,2
2.0,A1,A8,A0,50,100.0,3
5.3,A1,A0,A1,231,150.0,11
15.999,A0,A5,A0,211,60.0,8
3.75,A0,A1,A0,75,150.0,3
2.6,A0,A1,A2,0,150.0,0
8.0,A0,A3,A0,150,,2
1.499,A1,A0,,102,150.0,7
0.8,A0,A0,A0,102,150.0,11
2.399,A0,A1,A0,58,60.0,3
9.9,A0,A0,A0,143,125.0,2
8.9,A1,A0,A0,116,70.0,7
1.2,A0,A8,A0,125,150.0,0
6.0,A1,A5,A1,71,90.0,11
3.595,A0,A3,A0,109,150.0,11
0.6,A0,A5,A0,86,150.0,3
9.2,A0,A8,A1,150,150.0,0
2.499,A1,A3,A0,107,150.0,10
0.7,A0,A0,A1,122,,10
1.6,A0,A3,A0,116,150.0,4
29.9,A1,A5,A1,250,100.0,8
5.95,A1,A0,A1,192,150.0,2
2.99,A0,A3,A1,150,150.0,1
4.0,A0,A0,A1,250,150.0,5
4.6,A1,A3,A0,155,150.0,9
22.95,A1,A2,A0,140,40.0,1
2.2,A1,A8,A0,109,150.0,11
3.3,A1,A1,A0,91,125.0,2
0.7,A0,A3,A0,60,150.0,7
44.0,A1,A2,A1,354,150.0,11
2.45,A0,A3,A0,140,150.0,11
10.6,A0,A0,A0,179,150.0,8
0.4,A0,A1,A0,0,150.0,0
8.3,A0,A5,A0,116,100.0,4
1.499,A1,A1,A0,0,150.0,1
5.3,A1,A1,A0,129,150.0,4
6.5,A1,A0,A0,140,150.0,7
3.9,A0,A3,A1,143,150.0,9
8.79,A0,A0,A0,143,80.0,1
2.888,A1,A8,,101,150.0,2
16.9,A1,A3,A1,190,125.0,6
1.1,A0,A8,A0,0,150.0,2
2.5,A1,A1,A0,0,150.0,11
2.0,A0,A1,A0,90,150.0,7
2.9,A1,A4,A0,129,150.0,2
2.3,A0,A0,A0,55,150.0,5
2.49,A1,A1,A0,50,150.0,2
1.99,A1,A0,A0,101,150.0,5
3.8,A0,A0,A0,102,150.0,8
1.65,A1,A3,A0,72,125.0,7
25.0,A1,A8,A1,0,70.0,0
1.199,A0,A0,A0,116,150.0,6
3.8,A0,A0,A1,150,150.0,9
1.55,A0,A0,A1,90,100.0,11
3.99,A1,A0,A2,0,125.0,11
12.99,A1,A0,A1,122,60.0,4
3.19,A1,A1,A0,0,150.0,3
5.999,A0,A3,A0,131,150.0,4
1.199,A0,A1,A0,105,150.0,8
2.15,A1,A8,A0,75,150.0,10
0.2,A0,A1,A0,101,150.0,4
1.5,A0,A3,A0,150,150.0,4
3.999,A1,A4,A0,179,150.0,5
5.999,A0,A7,A0,150,150.0,6
4.9,A0,A3,A0,105,150.0,3
0.0,A0,A8,A2,0,150.0,3
7.95,A1,A0,A0,70,50.0,3
8.99,A0,A4,A1,250,125.0,2
9.399,A0,A3,A0,177,150.0,9
3.8,A0,A7,A0,115,150.0,0
0.25,A0,A8,A0,0,150.0,9
2.99,A0,A0,A0,170,150.0,6
3.5,A1,A3,A0,160,90.0,11
2.65,A0,A3,A0,143,150.0,11
15.9,A1,A1,A0,102,40.0,2
15.999,A0,A4,A0,211,80.0,6
0.85,A1,A1,A0,45,150.0,12
1.35,A1,A7,A0,101,150.0,5
5.8,A1,A2,A1,163,125.0,9
1.49,A1,A0,A0,101,,5
22.4,A0,A5,A1,170,20.0,11
3.333,A0,A0,A0,116,125.0,12
5.0,A0,A2,A1,203,80.0,10
9.85,A1,A0,A0,135,70.0,12
7.777,A1,A8,A0,200,,0
3.5,A1,A7,A0,105,150.0,5
0.8,A1,A0,A0,75,150.0,7
12.0,A1,A3,A1,272,150.0,6
3.45,A0,A3,A0,192,150.0,7
1.0,A1,A3,A0,116,150.0,0
1.0,A1,A0,A0,122,150.0,6
1.55,A0,A1,A0,60,100.0,11
3.65,A1,A7,A0,0,150.0,10
0.3,A0,A1,,40,125.0,5
10.985,A0,A1,A0,82,5.0,11
2.39,A1,A0,A1,0,,0
2.0,A1,A3,A0,90,150.0,8
1.15,A1,A3,A0,101,150.0,12
5.5,A1,A1,A0,116,150.0,4
0.5,A0,A1,A0,60,150.0,10
7.5,A0,A5,A0,120,90.0,5
0.25,A0,A8,A2,55,150.0,0
10.5,A0,A0,A1,231,150.0,5
19.85,A1,A0,A1,177,50.0,8
3.7,A1,A1,A0,97,100.0,3
0.35,A1,A3,A0,90,150.0,0
0.55,A1,A1,A0,60,125.0,12
3.5,A0,A0,A0,192,150.0,2
1.95,A1,A1,A0,58,90.0,8
1.0,A1,A0,A0,122,90.0,6
2.6,A0,A1,,115,150.0,10
1.0,A1,A3,A0,170,150.0,0
8.99,A0,A8,A0,150,150.0,6
2.199,A1,A0,A0,193,150.0,6
3.949,A1,A3,A0,147,150.0,7
0.222,A0,A1,A0,55,150.0,5
11.0,A0,A0,A1,249,90.0,10
1.7,A0,A1,A0,0,150.0,3
3.7,A0,A4,A0,179,150.0,3
2.49,A1,A3,A0,121,150.0,10
0.65,A0,A1,,82,150.0,1
5.0,A0,A8,A0,143,150.0,10
0.4,A0,A8,,50,125.0,4
3.995,A1,A1,A0,80,150.0,3
3.55,A0,A3,A0,109,100.0,1
0.4,A0,A1,,0,150.0,2
1.99,A0,A3,A0,125,150.0,1
3.2,A0,A1,A0,65,125.0,4
5.999,A1,A8,A0,105,150.0,5
3.75,A1,A1,A0,95,125.0,3
2.5,A1,A8,A0,0,150.0,0
4.3,A0,A1,A2,0,10.0,3
1.45,A0,A8,A0,0,125.0,0
0.85,A0,A8,A0,0,150.0,0
3.25,A0,A1,A0,68,125.0,10
1.49,A0,A7,A0,77,150.0,5
2.6,A1,A6,A0,50,100.0,6
2.05,A0,A0,A0,105,150.0,6
9.8,A1,A0,A1,185,150.0,6
8.765,A0,A4,A0,160,150.0,11
2.2,A1,A6,A0,116,80.0,4
3.0,A0,A7,A0,110,90.0,1
2.6,A1,A8,A0,116,150.0,3
7.15,A1,A2,A1,184,150.0,3
2.999,A0,A4,A0,200,150.0,10
1.8,A0,A3,A0,101,150.0,2
6.7,A0,A2,A0,1416,150.0,3
3.699,A1,A1,A2,0,60.0,11
39.5,A1,A5,A0,143,125.0,7
0.499,A0,A1,A0,50,150.0,2
6.5,A1,A0,A0,102,100.0,3
0.4,A0,A1,A1,52,150.0,11
0.99,A0,A5,A0,98,150.0,5
0.6,A1,A3,,1753,150.0,12
0.2,A1,A8,A1,115,150.0,0
2.65,A0,A7,A1,116,150.0,1
3.84,A1,A1,A0,75,100.0,8
0.745,A0,A8,A0,0,90.0,4
6.95,A0,A5,A0,126,,11
12.5,A0,A0,A1,150,100.0,8
0.999,A1,A3,,192,150.0,2
0.6,A1,A0,A0,0,150.0,0
4.5,A1,A5,A1,0,150.0,5
4.8,A1,A5,A0,140,150.0,3
6.2,A0,A1,A0,87,60.0,3
8.85,A0,A0,A1,329,150.0,9
25.0,A1,A4,A1,204,100.0,10
4.499,A1,A4,A1,193,150.0,12
7.9,A1,A5,A0,131,150.0,1
2.15,A1,A8,A0,50,150.0,7
5.89,A0,A0,A0,75,100.0,3
0.85,A0,A1,A0,0,150.0,3
1.9,A1,A8,A0,125,150.0,0
1.15,A0,A1,A2,0,,6
0.0,A1,A0,A0,156,150.0,9
0.17,A1,A0,A0,75,150.0,6
1.599,A1,A1,A0,55,125.0,3
0.6,A0,A0,A1,116,150.0,3
0.9,A1,A8,A1,115,5.0,0
9.3,A0,A3,A1,160,80.0,2
0.6,A1,A1,A0,62,150.0,3
1.499,A0,A0,A1,230,150.0,3
2.999,A0,A3,A0,101,150.0,5
0.75,A0,A3,A0,131,150.0,9
7.999,A1,A3,A0,143,150.0,9
34.999,A0,A5,A1,306,70.0,3
2.7,A0,A8,A0,75,125.0,4
2.58,A1,A0,,75,150.0,11
5.7,A0,A0,A0,82,70.0,1
1.2,A1,A0,A1,90,150.0,6
9.9,A1,A7,,140,150.0,10
12.99,A1,A2,A0,136,70.0,0
4.299,A1,A8,A0,139,150.0,1
3.89,A1,A3,A0,165,150.0,4
2.999,A0,,A0,80,150.0,10
16.499,A1,A2,A0,110,20.0,9
0.975,A0,A8,A2,0,150.0,0
3.49,A1,A1,A0,58,70.0,10
5.4,A1,A8,A0,150,80.0,1
0.001,A1,A8,A0,129,150.0,7
11.8,A1,A0,A1,286,150.0,10
0.7,A0,A7,A0,101,150.0,5
4.5,A1,A4,A0,170,150.0,3
5.9,A1,A3,A0,143,125.0,6
1.1,A0,A3,A0,115,150.0,0
0.17,A1,A0,A0,100,150.0,5
59.99,A1,A2,A1,306,10.0,10
0.0,A1,A5,A0,116,150.0,12
0.95,A0,A0,A0,122,150.0,0
2.15,A1,A5,A0,140,150.0,1
4.635,A1,A0,A0,102,150.0,2
2.4,A0,A0,A0,101,30.0,0
16.39,A0,A5,A0,105,40.0,1
6.999,A0,A0,A0,200,150.0,5
0.0,A1,A1,A0,54,150.0,10
1.0,A1,A1,A0,60,150.0,12
3.4,A1,A7,A0,84,150.0,12
0.2,A0,A8,A2,0,150.0,8
5.3,A0,A1,A0,69,125.0,9
2.59,A1,A3,A1,163,150.0,5
4.5,A1,A5,A0,125,150.0,0
7.99,A0,A0,A0,80,125.0,5
3.9,A1,A1,A0,174,150.0,6
2.95,A0,A3,A0,77,100.0,6
1.2,A1,A8,A2,0,150.0,0
14.95,A1,A3,A0,163,80.0,3
11.9,A1,A3,A0,143,125.0,3
0.6,A1,A1,A0,60,150.0,1
2.95,A1,A3,A0,0,150.0,9
3.5,A1,A0,A0,102,150.0,6
1.0,A0,A8,A0,0,150.0,1
0.3,A1,A1,A0,56,125.0,1
11.8,A0,A2,A0,175,150.0,9
0.9,A1,A4,A0,105,150.0,0
3.4,A1,A0,A0,55,150.0,4
2.95,A0,A1,A0,75,90.0,11
3.8,A0,A2,A1,205,150.0,6
0.25,A1,A0,A2,0,5.0,0
5.555,A0,A1,A1,71,70.0,4
1.2,A1,A3,A0,110,150.0,0
1.6,A0,A0,A0,75,80.0,7
3.38,A0,A1,A0,75,125.0,2
1.3,A1,A3,A0,0,150.0,0
3.5,A1,A0,A0,193,150.0,3
0.15,A0,A3,A0,70,150.0,10
3.599,A0,A1,A0,54,125.0,4
1.8,A1,A3,A0,163,150.0,1
2.1,A1,A0,A0,0,150.0,8
0.58,A0,A1,A0,54,150.0,3
29.8,A1,A2,A1,245,150.0,4
12.9,A0,A5,A1,306,150.0,3
1.8,A1,A3,A0,82,125.0,12
1.49,A0,A1,A0,98,150.0,3
3.15,A1,A1,A0,80,125.0,5
4.75,A1,A0,A0,192,150.0,4
10.99,A1,A7,A1,105,150.0,12
6.69,A1,A1,A0,90,90.0,4
16.999,A1,A1,A0,105,60.0,4
2.69,A0,A7,A0,136,150.0,12
2.5,A1,A0,A2,0,150.0,4
0.1,A0,A1,A2,0,150.0,0
4.9,A0,A0,A0,125,80.0,6
6.0,A1,A8,A0,265,150.0,10
9.85,A1,A7,A0,120,100.0,5
3.48,A0,A5,A0,109,80.0,6
1.77,A1,A0,A0,75,150.0,3
12.5,A1,A3,,170,150.0,12
1.65,A0,A1,A0,0,150.0,3
8.29,A0,A1,A0,82,20.0,3
0.9,A1,A0,A0,107,150.0,6
0.0,A0,A1,A0,50,150.0,0
0.0,A1,A8,A2,0,150.0,0
0.75,A0,A1,A0,54,80.0,5
12.0,A1,A3,A0,184,5.0,8
5.9,A0,A0,A0,150,150.0,5
0.85,A1,A1,A0,80,150.0,4
6.3,A1,A0,A0,120,60.0,7
9.0,A1,A3,A1,231,150.0,5
7.5,A0,A0,A0,80,60.0,9
11.9,A1,A7,A0,136,150.0,8
8.4,A1,A0,A0,95,70.0,10
6.5,A1,A0,A1,177,150.0,9
39.999,A0,A4,A2,0,80.0,8
8.9,A0,A0,A0,86,100.0,2
1.5,A1,A0,A0,116,150.0,2
2.19,A1,A1,A0,67,80.0,9
0.6,A1,A2,A0,80,150.0,6
5.25,A1,A0,A0,90,125.0,5
1.2,A1,A3,A1,107,150.0,2
6.5,A1,A3,A0,122,150.0,9
1.2,A0,A0,A0,88,150.0,9
7.999,A1,A0,A0,95,100.0,2
21.9,A1,A3,A1,136,80.0,6
14.05,A0,A2,A0,150,80.0,11
0.6,A1,A6,A0,60,150.0,3
2.5,A0,A3,A0,143,150.0,9
2.555,A1,A3,A0,109,150.0,7
0.95,A0,A0,A0,150,,11
10.7,A1,A0,A0,170,150.0,4
8.5,A0,A1,A0,69,50.0,1
1.6,A1,A0,A0,90,100.0,8
7.7,A1,A4,A0,170,150.0,5
0.65,A0,A1,A0,45,20.0,3
0.0,A0,A3,A1,130,150.0,7
1.0,A0,A1,A0,67,125.0,11
1.8,A0,A0,A0,75,150.0,9
0.65,A1,A1,A0,90,150.0,9
24.299,A0,A4,A1,435,150.0,7
4.1,A0,A0,A0,116,150.0,7
1.25,A0,A7,A0,101,150.0,7
20.85,A0,A5,A0,150,70.0,7
1.35,A0,A1,A0,0,150.0,4
2.9,A0,A8,A0,0,100.0,0
0.8,A0,A3,A0,150,150.0,11
0.35,A0,A1,A0,5575,150.0,1
0.55,A1,A1,A0,55,150.0,4
4.5,A1,A4,A0,141,150.0,2
8.999,A0,A3,A0,140,150.0,12
15.8,A1,A7,A0,131,150.0,6
0.8,A0,A1,A0,60,150.0,6
9.5,A0,A3,A0,131,50.0,5
5.8,A1,A3,A1,163,125.0,10
1.65,A0,A0,A0,82,150.0,5
1.199,A1,A0,A0,101,150.0,6
4.5,A1,A8,A0,136,,3
14.39,A1,A7,A0,110,30.0,3
11.49,A0,A7,A0,95,50.0,12
2.15,A0,A8,A0,50,150.0,7
7.777,A0,A5,A1,197,125.0,3
2.5,A1,A3,A0,134,150.0,4
0.5,A1,A0,A2,23,5.0,7
3.2,A1,A3,A1,136,150.0,3
0.79,A1,A0,A0,103,125.0,3
12.0,A0,A3,A0,122,50.0,4
16.8,A1,A0,A0,204,150.0,5
31.5,A0,A3,A0,190,20.0,4
4.999,A0,A0,A0,113,150.0,9
0.25,A1,A8,A2,0,150.0,0
3.399,A1,A0,A0,105,125.0,1
10.75,A1,A2,A0,143,150.0,5
1.09,A0,A3,A0,68,150.0,3
7.0,A0,A3,A0,90,70.0,5
3.2,A1,A0,A1,131,150.0,3
15.298,A1,A0,A1,231,150.0,9
2.5,A0,A3,A0,135,80.0,10
5.5,A1,A0,A1,186,125.0,3
2.45,A0,A0,A0,105,150.0,3
1.5,A0,A7,A0,101,150.0,9
2.6,A0,A7,A0,109,150.0,1
9.599,A1,A5,A1,192,100.0,6
5.99,A0,A5,A0,140,150.0,7
1.55,A0,A1,A2,0,125.0,0
2.799,A0,A8,A0,64,150.0,3
4.75,A0,A8,A0,116,150.0,0
0.95,A1,A1,A0,60,150.0,6
7.35,A0,A3,A0,143,150.0,11
2.0,A1,A3,A0,170,150.0,11
23.9,A1,A2,A1,140,60.0,11
0.001,A0,A7,A0,0,,0
3.9,A1,A7,A0,109,150.0,8
7.3,A0,A0,A1,150,125.0,6
3.05,A0,A0,A0,150,150.0,1
2.4,A0,A3,A0,155,150.0,11
1.5,A1,A1,A0,59,5.0,4
0.35,A0,A3,A0,130,150.0,9
0.0,A0,A5,A0,0,150.0,0
4.999,A0,A1,,75,125.0,9
1.3,A0,A7,A0,147,150.0,1
7.49,A0,A5,A0,170,150.0,2
1.6,A1,A3,A0,60,150.0,9
2.45,A1,A8,A0,115,150.0,6
16.45,A1,A0,A0,177,150.0,8
2.18,A0,A4,A0,147,150.0,10
6.9,A1,A0,A0,102,125.0,12
17.25,A0,A0,A0,156,70.0,5
4.99,A0,A1,A1,83,80.0,10
3.3,A1,A5,A0,210,150.0,5
12.45,A0,A3,A0,141,125.0,3
4.15,A0,A1,A0,75,60.0,8
16.8,A0,A4,A0,200,125.0,12
4.444,A0,A0,A0,170,150.0,3
14.2,A1,A5,A1,231,100.0,7
5.3,A1,A3,A0,177,150.0,6
1.6,A0,A8,A0,116,150.0,0
5.0,A0,A4,A2,71,40.0,7
2.6,A1,A8,A0,100,150.0,6
55.0,A0,A7,A1,190,5.0,11
2.85,A1,A3,A1,180,150.0,4
3.0,A1,A3,A0,131,150.0,1
27.0,A0,A3,A0,185,20.0,6
8.9,A0,A7,A0,150,150.0,11
4.2,A1,A1,A0,133,150.0,2
0.35,A1,A1,A0,50,90.0,7
3.7,A0,A2,A0,111,,2
0.899,A0,A3,A0,158,150.0,8
1.75,A0,A3,A0,131,150.0,5
2.5,A1,A0,A1,90,50.0,9
7.35,A0,A3,A0,170,150.0,6
5.75,A1,A0,A0,90,100.0,12
1.5,A1,A8,A0,0,150.0,6
3.5,A1,A0,A1,116,125.0,12
1.695,A1,A0,A0,101,150.0,6
5.699,A1,A0,A0,116,150.0,12
1.5,A0,A0,A0,116,90.0,3
4.99,A0,A0,A0,102,150.0,3
7.5,A1,A5,A1,163,150.0,2
3.1,A0,A1,A0,75,150.0,5
1.45,A0,A4,A0,198,150.0,9
11.0,A1,A0,A1,190,150.0,2
0.5,A1,A8,A0,150,150.0,0
2.9,A0,A8,A1,218,150.0,10
1.0,A0,A3,A1,170,150.0,11
14.0,A1,A3,A0,160,,0
0.277,A1,A1,A0,55,150.0,6
14.0,A0,A0,A0,170,80.0,6
1.599,A0,A1,A0,60,150.0,1
0.95,A0,A8,A0,107,150.0,0
2.5,A1,A8,A2,101,150.0,3
0.0,A0,A0,,88,100.0,6
1.45,A0,A8,A0,0,150.0,5
1.55,A0,A1,A0,95,150.0,11
0.8,A0,,A0,102,150.0,3
9.2,A1,A0,A1,0,150.0,9
5.0,A1,A7,A1,120,150.0,3
5.7,A1,A0,A0,308,5.0,3
15.75,A0,A7,A0,132,50.0,4
0.0,A0,A1,A0,75,150.0,8
2.9,A0,A0,A0,75,125.0,5
13.299,A1,A2,A1,177,150.0,11
2.29,A1,A1,A0,69,150.0,12
2.869,A1,A0,A0,80,150.0,4
4.099,A0,A0,A0,143,125.0,10
0.375,A0,A1,A1,0,150.0,7
26.8,A0,A7,A0,131,150.0,5
21.95,A1,A5,A0,143,40.0,3
6.5,A0,A0,A0,80,90.0,5
63.9,A1,A7,A1,179,10.0,4
5.4,A1,A3,A0,101,125.0,2
0.15,A1,A3,A0,0,150.0,0
3.9,A0,A7,A0,109,150.0,4
0.0,A0,A0,A1,184,150.0,7
0.55,A0,A3,A1,0,150.0,4
2.4,A1,A3,,125,,10
5.3,A0,A7,A0,101,80.0,6
2.0,A0,A0,A0,131,150.0,6
1.0,A0,,A0,150,150.0,12
9.7,A1,A8,A1,140,60.0,0
1.15,A0,A0,A0,0,150.0,9
3.2,A0,A1,A2,82,90.0,9
0.499,A1,A3,A0,0,150.0,5
5.3,A1,A1,A0,75,70.0,12
6.5,A1,A1,A0,69,60.0,2
0.5,A1,A1,A0,54,125.0,6
1.35,A0,A8,A0,0,150.0,9
5.5,A0,A2,A1,273,150.0,5
1.25,A1,A1,A2,0,150.0,0
5.499,A0,A0,A0,0,150.0,12
2.35,A1,A7,A1,139,70.0,3
5.99,A1,A3,A0,105,150.0,11
9.499,A0,A1,A0,75,40.0,5
3.5,A1,A5,A0,109,125.0,6
4.7,A0,A1,A0,80,80.0,9
13.999,A1,A7,A0,151,150.0,12
6.999,A1,A0,A0,105,150.0,4
1.6,A1,A8,A2,0,150.0,0
13.885,A0,A2,A1,286,150.0,1
28.9,A1,A3,A1,177,50.0,8
3.75,A0,A3,A0,131,150.0,5
0.999,A0,A0,A0,125,150.0,3
1.85,A1,A1,A1,41,150.0,10
0.3,A0,A1,A1,60,150.0,6
3.5,A1,A0,A2,0,150.0,11
3.6,A1,A7,A0,0,150.0,0
0.55,A0,A3,A0,0,,0
0.5,A0,A8,A0,0,150.0,8
5.89,A1,A0,A0,116,150.0,9
5.95,A0,A7,A0,105,150.0,6
2.5,A1,A2,A0,105,150.0,5
14.999,A1,A3,A0,170,80.0,7
1.999,A0,A3,A0,131,150.0,3
14.9,A0,A4,A0,321,150.0,5
2.399,A0,A8,A1,45,100.0,12
5.2,A1,A0,A1,197,150.0,12
11.0,A0,A0,A0,143,90.0,11
26.0,A0,A0,A0,184,90.0,8
13.5,A1,A3,A0,160,150.0,11
0.25,A0,A3,A0,100,150.0,12
16.5,A1,A8,A1,239,150.0,2
7.999,A0,A3,A0,105,125.0,2
27.999,A0,A5,A1,306,125.0,9
2.8,A1,A7,A0,82,150.0,9
2.0,A0,A4,A0,125,150.0,3
4.45,A1,A3,A0,150,150.0,6
0.55,A0,A1,A0,63,150.0,3
1.6,A1,A7,A0,125,150.0,2
1.99,A1,A3,A0,131,150.0,11
4.9,A0,A0,A0,177,150.0,1
1.6,A0,A5,A0,0,150.0,7
3.2,A1,A0,A0,101,150.0,8
7.5,A0,A0,A0,110,150.0,8
6.95,A1,A7,A0,122,150.0,8
0.5,A0,A1,A0,60,125.0,1
0.15,A1,A1,A0,0,125.0,1
7.5,A1,A3,A0,131,125.0,11
1.25,A0,A3,A2,0,150.0,0
2.499,A0,A1,A0,131,150.0,5
3.999,A0,A8,A1,75,,0
35.0,A0,A5,A1,310,90.0,7
0.65,A0,A1,A0,54,150.0,3
5.299,A0,A0,A0,129,150.0,10
1.98,A0,A1,A0,131,150.0,6
16.25,A0,A0,A1,224,150.0,10
2.29,A0,A1,A0,60,150.0,9
2.5,A0,A3,A0,131,150.0,0
4.444,A0,A5,A0,109,100.0,8
0.8,A0,A1,A0,54,150.0,9
4.5,A1,A1,A0,80,80.0,11
4.7,A1,A1,A0,0,,3
2.5,A1,A5,A1,109,125.0,7
3.35,A1,A1,A0,80,40.0,10
4.75,A1,A0,A0,126,150.0,4
5.555,A1,A0,A0,143,150.0,2
0.0,A1,A0,A1,122,150.0,11
1.999,A0,A0,A0,105,150.0,12
2.0,A0,A3,A1,0,150.0,11
2.9,A1,A7,A0,84,150.0,2
2.5,A1,A8,A0,101,125.0,12
9.7,A1,A7,A0,140,150.0,9
0.6,A1,A4,A0,0,150.0,3
0.7,A1,A3,A0,71,150.0,3
12.85,A1,A0,A0,190,125.0,10
0.0,A0,A8,A0,0,150.0,0
12.5,A0,A4,A0,300,125.0,3
4.499,A0,A1,A0,87,90.0,10
1.1,A0,A1,A0,50,90.0,4
2.499,A1,A0,A1,90,90.0,5
1.59,A0,A1,A0,58,125.0,12
1.7,A1,A1,A0,60,150.0,8
9.25,A0,A3,A1,230,150.0,12
9.2,A0,A0,A0,122,125.0,8
17.5,A0,A3,A0,0,60.0,6
2.0,A0,A5,A0,109,150.0,10
7.2,A1,A0,A0,160,150.0,5
1.29,A0,A1,A0,60,150.0,3
0.7,A0,A1,A0,60,150.0,8
0.0,A1,A3,A0,90,100.0,1
1.65,A0,A3,A0,140,150.0,12
8.9,A0,A3,A0,200,150.0,6
0.8,A1,A3,A0,136,,6
2.19,A1,A5,A0,110,150.0,2
3.99,A0,A7,A0,102,150.0,11
17.85,A0,A2,A1,184,70.0,5
3.5,A1,A0,A1,136,150.0,2
0.8,A1,A1,A0,60,150.0,3
0.1,A0,A8,A2,0,150.0,0
0.8,A0,A0,A0,101,150.0,8
3.0,A0,A0,A1,300,150.0,1
0.55,A1,A3,A0,0,150.0,11
9.25,A1,A0,A0,250,150.0,6
0.85,A0,A1,A0,43,150.0,7
4.89,A1,A5,A0,140,,3
2.1,A0,A0,A1,193,150.0,11
0.15,A0,A8,,60,100.0,8
1.65,A1,A1,A0,69,125.0,11
5.699,A1,A2,A1,174,150.0,5
3.95,A0,A1,A0,54,70.0,12
2.85,A0,A0,A0,101,125.0,11
0.0,A0,A1,A0,130,150.0,9
4.499,A1,A3,A0,190,150.0,5
0.65,A0,A4,A1,71,30.0,3
9.75,A1,A7,A0,140,150.0,9
4.0,A1,A3,A0,116,150.0,1
20.59,A1,A0,A1,105,50.0,10
3.999,A0,A1,A0,34,150.0,7
6.35,A1,A0,A0,170,150.0,8
13.9,A0,A0,A1,286,150.0,4
6.2,A0,A0,A0,140,150.0,6
0.95,A1,A3,A0,120,150.0,10
9.8,A1,A0,A0,95,40.0,7
2.65,A0,A1,A0,73,100.0,2
7.45,A1,A2,A1,156,70.0,3
12.1,A1,A0,A0,177,150.0,9
3.2,A0,A3,A2,0,150.0,11
2.0,A0,A3,A1,155,125.0,2
22.5,A0,A2,A1,290,125.0,3
30.999,A0,A0,A1,177,50.0,10
0.4,A1,A8,A2,0,125.0,0
1.45,A1,A3,A0,147,150.0,4
0.15,A1,A0,A0,55,150.0,6
10.7,A0,A2,A2,0,150.0,0
10.8,A0,A0,A0,177,125.0,7
8.8,A0,A0,A0,143,90.0,3
4.4,A1,A7,A0,150,150.0,5
12.2,A0,A0,A1,231,150.0,11
1.2,A0,A8,A0,140,150.0,0
2.5,A1,A5,A0,116,150.0,6
3.69,A0,A5,A0,125,150.0,5
0.15,A0,A3,A0,101,150.0,8
2.1,A1,A1,A0,64,150.0,4
1.85,A1,A0,A0,90,150.0,12
0.75,A1,A5,A0,0,80.0,0
1.499,A0,A5,A0,125,150.0,2
0.0,A0,A0,A1,150,150.0,8
7.8,A1,A0,A0,105,150.0,6
0.55,A0,A8,A2,0,150.0,10
0.7,A0,A8,A0,102,150.0,0
0.95,A0,A8,A0,58,150.0,0
0.0,A1,A0,A0,101,150.0,7
2.45,A1,A0,A0,110,150.0,9
2.95,A0,A3,A0,131,150.0,3
1.299,A0,A3,A0,90,150.0,8
1.5,A0,A1,A0,75,,2
1.0,A0,A3,A0,135,150.0,0
0.95,A1,A1,A0,90,150.0,7
0.15,A1,A8,A0,60,150.0,0
3.6,A1,A7,A0,116,150.0,10
0.3,A1,A1,A0,75,150.0,12
2.2,A0,A0,A0,150,150.0,9
1.6,A0,A8,A1,122,150.0,0
